omega2 r U0 U1 U2 U3 U4 U5 U6 U7 U8 U9 U10 U11
nan 0.07310000000000005 0.5349718785219524 0.0021334535525733703 0.0005213248458199626 0.00028862027442681977 0.00017965569755164752 0.00010400009161128409 3.950616795517364e-05 -1.990379596731926e-05 -7.502447057326498e-05 -0.00012478329177615573 -0.00016700696617929383 -0.00019701886080896743 
nan 0.07410000000000005 0.546625962142844 0.0021215780316101757 0.0005148709847783648 0.00028146098606279937 0.0001710038209784922 9.356561357165663e-05 2.7318637288497353e-05 -3.358165430223641e-05 -8.955113987554567e-05 -0.0001393713904033193 -0.0001806272175879861 -0.00020836534646712852 
nan 0.07510000000000006 0.5581889287343968 0.002105527778206831 0.000507191886803872 0.00027342600170265436 0.00016159062963141518 8.243161884661508e-05 1.4501073451868061e-05 -4.7784454988024885e-05 -0.00010444019027289321 -0.00015409768576207946 -0.00019410011245498795 -0.00021923503194401538 
nan 0.07610000000000006 0.5696548726224825 0.002085205110928592 0.0004982624694111721 0.00026450132333531663 0.00015140889477217325 7.059800977494018e-05 1.0623182805310196e-06 -6.249219132463807e-05 -0.00011965880194554167 -0.00016891596283061716 -0.00020736752056934725 -0.00022956283426659317 
nan 0.07710000000000006 0.5810181760890845 0.0020605151191482496 0.0004880585863618928 0.00025467377597677184 0.000140452309393465 5.8065804599249335e-05 -1.298744635293991e-05 -7.768333807143869e-05 -0.00013517262764843697 -0.00018377876863175192 -0.0002203708175484503 -0.00023928450079662076 
nan 0.07810000000000006 0.5922735040358305 0.00203136560635993 0.0004765570135498145 0.0002439309990709286 0.0001287154802984308 4.483712572186664e-05 -2.763672119269272e-05 -9.333489602212425e-05 -0.0001509458735763696 -0.0001986375458448102 -0.00023305108487832484 -0.0002483368764092576 
nan 0.07910000000000006 0.6034157982158279 0.001997667029602585 0.00046373543381222367 0.00023226143713306783 0.00011619391944124892 3.091518706080293e-05 -4.287271347063049e-05 -0.00010942243819408547 -0.00016694138205935693 -0.00021344276776927938 -0.0002453493092510158 -0.0002566581651709379 
nan 0.08010000000000006 0.6144402711023252 0.0019593324356209684 0.0004495724208484416 0.0002196543297655171 0.00010288403464660573 1.630428062736192e-05 -5.868136185592569e-05 -0.00012592015745608678 -0.00018312071584181992 -0.00022814407427311278 -0.0002572065806525695 -0.0002641881857594803 
nan 0.08110000000000006 0.6253423994515452 0.0019162773943571351 0.00043404742241814946 0.0002060997011703588 8.878311982219307e-05 1.009762443385096e-06 -7.50473623488709e-05 -0.00014280091542459965 -0.00019944424370943196 -0.00024269040837603993 -0.00026856428868587533 -0.00027086861992372456 
nan 0.08210000000000006 0.6361179176146583 0.0018684199303227594 0.00041714074297912753 0.00019158834927395456 7.38893447684336e-05 -1.4961962095015056e-05 -9.195419499820932e-05 -0.0001600362924755046 -0.00021587122724823409 -0.00025703015314580165 -0.00027936431665208546 -0.00027664325334033783 
