omega2 nn r U0 U1 U2 U3 U4 U5 U6 U7 U8 U9 U10 U11 U12 U13 U14 U15 U16 U17 U18 U19 U20 U21 U22 U23 U24 U25 U26 U27 U28 U29 U30 U31 U32
nan nan 0.2611000000000002 0.0468920362567952 -0.0065486110042565476 -0.005145369617230597 0.009639678814864413 0.00024631733127462266 -0.0028688716802070437 -0.0014254369084388866 -0.0006193306948047563 -0.00019410753370316822 2.418464923629835e-05 0.0001347684062068214 0.00019042190644840697 0.0002183393386829485 0.00023232075998145797 0.00023931715125966987 0.00023581848210366837 0.00023406950267147082 0.0002331951017356661 0.00023275792346060797 0.00023297651074777288 0.00023308580578056825 0.00023314045364431418 0.00023316777765997827 0.00023318143969094763 0.00023317460867235633 0.0002331780241805837 0.0002331763164276305 0.00023317717030474052 0.00023317759724167408 0.00023317738377498992 0.00023317749051111113 0.00023317743714271641 0.00023317741045783224 
nan nan 0.2621000000000002 0.04835839807766769 -0.0066426162285512695 -0.0052801403675977465 0.009905626725505916 0.00024534935100769574 -0.0029501635955973982 -0.0014702878685364062 -0.0006432191337254735 -0.00020678677359975398 1.7297482876542005e-05 0.00013082484318459358 0.0001879621247463318 0.0002166244536020458 0.00023097907608555062 0.00023816225634801374 0.00023457017699536175 0.00023277450424357806 0.00023187675959238853 0.0002314279101956667 0.00023165233298230248 0.000231764545810893 0.00023182065258405045 0.00023184870605722117 0.0002318627328176989 0.0002318557194342582 0.00023185922612487978 0.0002318574727807596 0.00023185834945347 0.0002318587877881595 0.00023185856862264567 0.00023185867820825455 0.00023185862341510742 0.00023185859601782737 
nan nan 0.2631000000000002 0.04987176251005199 -0.006737621597182018 -0.005418267758785571 0.010179295892816274 0.0002443875316206002 -0.003033550592310037 -0.0015163021126392904 -0.0006677177096809679 -0.00021977613810745413 1.0256269609433882e-05 0.00012680681698824624 0.00018546806136724285 0.00021489547542871625 0.00022963341790220823 0.00023700845268631135 0.00023332042985687177 0.00023147679752902933 0.00023055507613010614 0.00023009423911951566 0.00023032465564972666 0.00023043986539766413 0.000230497470642384 0.0002305262733542283 0.0002305406747348223 0.00023053347404122543 0.00023053707438689365 0.00023053527421528107 0.000230536174301755 0.00023053662434328087 0.0002305363993243985 0.0002305365118367664 0.00023053645558023092 0.00023053642745123648 
nan nan 0.2641000000000002 0.051433684124302 -0.006833636433890147 -0.005559839586073614 0.01046091793963932 0.00024343231206927008 -0.0031190894925555135 -0.001563511635502377 -0.0006928432219754673 -0.0002330840719755944 3.056939216007255e-06 0.00012271249500677044 0.00018293901522001225 0.0002131522720271192 0.00022828393857412296 0.00023585603625700039 0.00023206946523404918 0.00023017657136791794 0.00022923022233916734 0.000228757072298414 0.00022899364527828383 0.00022911193330015878 0.00022917107769412345 0.00022920064998357715 0.0002292154361537805 0.00022920804306527794 0.0002292117396083666 0.00022920989133807553 0.00022921081547390654 0.00022921127754006425 0.00022921104650891694 0.00022921116202749415 0.0002292111042678449 0.00022921107538727284 
nan nan 0.2651000000000002 0.05304577097409215 -0.006930670177369287 -0.005704946083746334 0.010750731741704572 0.0002424841375398847 -0.0032068387553093776 -0.0016119493715066372 -0.0007186129703675717 -0.000246719275855282 -4.304705600844062e-06 0.0001185399836389287 0.00018037425769123458 0.0002113947005797366 0.00022693078900934424 0.00023470530503808684 0.0002308175075526493 0.00022887401342282883 0.00022790236750380995 0.0002274165698282356 0.00022765946655796239 0.00022778091650547328 0.0002278416418749317 0.00022787200465521705 0.0002278871860716669 0.00022787959535993697 0.0002278833907146059 0.00022788149303855726 0.00022788244187728533 0.00022788291629484368 0.00022788267908804843 0.00022788279769452848 0.00022788273839091842 0.0002278827087383447 
nan nan 0.2661000000000002 0.05470968651804785 -0.007028732383007534 -0.005853679996471796 0.011048983666212315 0.00024154345969989514 -0.003296858525781475 -0.0016616492234711431 -0.000745044770503396 -0.00026069071419212975 -1.1832993114366649e-05 0.00011428732645025971 0.0001777730318443378 0.00020962260731121216 0.00022557411786840412 0.00023355655912214374 0.00022956478117137485 0.00022756931019891755 0.00022657167920576247 0.00022607288982983177 0.00022632228233998252 0.00022644698023006446 0.00022650932958389713 0.00022654050435955527 0.0002265560917745491 0.00022654829806343982 0.00022655219491776393 0.0002265502464919212 0.0002265512207055651 0.00022655170781053216 0.00022655146426008637 0.00022655158603847273 0.00022655152514889978 0.0002265514947033229 
nan nan 0.2671000000000002 0.05642715161760259 -0.00712783272488703 -0.006006136653246267 0.011355927819379419 0.00024061073695528108 -0.0033892106866803963 -0.0017126460925173544 -0.0007721569699163499 -0.00027500762341063 -1.9532386617590958e-05 0.00010995250225963469 0.0001751345515863983 0.00020783582719911104 0.0002242140715480055 0.00023241010083670398 0.00022831151043389684 0.00022626264706175983 0.00022523832332501157 0.0002247261884412591 0.0002249822536332939 0.00022511028791838257 0.00022517430548323368 0.00022520631436769096 0.0002252223188379697 0.0002252143165991073 0.00022521831771727248 0.0002252163171595436 0.0002252173174391498 0.00022521781757704753 0.0002252175675101917 0.0002252176925468663 0.00022521763002813927 0.00022521759876796291 
nan nan 0.2681000000000002 0.058199946607601964 -0.007227980997659391 -0.006162414043407253 0.0116718263021082 0.0002396864347180453 -0.0034839589109817892 -0.001764975908827467 -0.0007999684645097108 -0.0002896795203455697 -2.7407488588137678e-05 0.00010553342316965194 0.00017245800081181837 0.00020603418367818463 0.00022285079416657156 0.00023126623487069935 0.00022705791972482765 0.0002249542082581079 0.00022390246404295358 0.00022337661981212953 0.00022363953960332614 0.00022377100124382196 0.0002238367325003321 0.0002238695982340165 0.0002238860311298227 0.0002238778146780826 0.00022388192290265013 0.00022387986879175527 0.00022388089584796426 0.00022388140937411148 0.00022388115261318762 0.0002238812809969817 0.00022388121680468469 0.00022388118470770033 
nan nan 0.26910000000000023 0.060029913446752146 -0.0073291871185470646 -0.006322612895162543 0.01199694947483339 0.00023877102568179825 -0.0035811687164810538 -0.001818675663454274 -0.0008284987156061289 -0.0003047162109647553 -3.546304499768099e-05 0.0001010279325279767 0.0001697425325153267 0.0002042174883332943 0.00022148442754815683 0.00023012526840412276 0.00022580423352648658 0.00022364417693622327 0.00022256426384451524 0.00022202433609662598 0.00022229429756955707 0.00022242928010856574 0.00022249677182874255 0.00022253051779776907 0.0002225473908121899 0.00022253895430102502 0.00022254317255526737 0.00022254106342957123 0.0002225421179932012 0.00022254264527300557 0.00022254238163531143 0.00022254251345757843 0.00022254244754603438 0.00022254241458940293 
nan nan 0.27010000000000023 0.06191895794975961 -0.0074314611293858 -0.006486836756595908 0.012331576231643238 0.00023786499010664395 -0.0036809075221173326 -0.0018737834411780916 -0.0008577677675620432 -0.0003201277993816518 -4.370394976482334e-05 9.643380282083961e-05 0.00016698726787551155 0.000202385540582202 0.00022011511120593037 0.00022898751124212372 0.0002245506764776669 0.0002223327351669962 0.0002212238835204536 0.0002206694874463933 0.00022094668300310809 0.00022108528264353332 0.00022115458292929833 0.00022118923318474265 0.0002212065583433464 0.00022119789575996898 0.0002212022270502789 0.00022120006140658612 0.00022120114422923532 0.00022120168563849446 0.00022120141493613287 0.00022120155029082376 0.00022120148261305686 0.0002212014487732898 
nan nan 0.27110000000000023 0.06386905210215597 -0.0075348131985952145 -0.006655192079040185 0.012675994283620231 0.00023696881611462214 -0.003783244706012655 -0.0019303384543825118 -0.000887796265932479 -0.0003359246971501116 -5.213524934686116e-05 9.174873350157693e-05 0.00016419129531095372 0.00020053812734988893 0.00021874298232668835 0.0002278532759548938 0.0002232974734358118 0.00022102006396728448 0.00021988148217128028 0.00021931222200475658 0.00021959684952581532 0.00021973916520987805 0.0002198103235328268 0.0002198459028106054 0.00021986369248138185 0.0002198547976417933 0.0002198592450601689 0.00021985702135248142 0.0002198581332071494 0.00021985868913236168 0.0002198584111720851 0.0002198585501558261 0.00021985848066352295 0.0002198584459164629 
nan nan 0.27210000000000023 0.06588223646493117 -0.007639253623283074 -0.006827788303229624 0.013030500452419507 0.00023608299999420466 -0.003888251665487271 -0.0019883810780961238 -0.0009186054762648413 -0.00035211763288236705 -6.076214749206337e-05 8.697034874257856e-05 0.00016135366950237353 0.00019867502273035416 0.0002173681757536203 0.00022672287802120265 0.00022204484954014173 0.000219706343322854 0.00021853721721011338 0.00021795268589952968 0.00021824494890805975 0.00021839108239932818 0.00021846414964174594 0.00021850068338312388 0.00021851895028673823 0.00021850981683060216 0.00021851438355721038 0.00021851210019544577 0.00021851324187717434 0.00021851381271585914 0.00021851352729890957 0.00021851367001108227 0.00021851359865455178 0.0002185135629753525 
nan nan 0.27310000000000023 0.06796062267075371 -0.007744792831384448 -0.007004737948165431 0.01339540097414161 0.00023520804651511876 -0.003996001879022704 -0.00204795288618756 -0.0009502173035154381 -0.00036871766218671064 -6.959001015008889e-05 8.209619511245414e-05 0.00015847341038232975 0.0001967959876372971 0.00021599082396866676 0.0002255966359768894 0.00022079303027705422 0.00021839175221225146 0.00021719124436579104 0.00021659102323575062 0.00021689113106669155 0.00021704118703470596 0.00021711621553188048 0.00021715372990462826 0.00021717248712499931 0.00021716310851035238 0.00021716779781617366 0.00021716545316484274 0.00021716662549137704 0.00021716721165240542 0.0002171669185743491 0.000217167065117173 0.00021716699184530508 0.00021716695520841088 
nan nan 0.27410000000000023 0.07010639601610415 -0.007851441383870849 -0.007186156702842333 0.013771011813997324 0.0002343444692535567 -0.004106570970274238 -0.002109096688773257 -0.000982654312120773 -0.0003857361779414746 -7.862437054897994e-05 7.712373917418815e-05 0.000155549502090376 0.0001949007694426643 0.00021461105707398776 0.00022447487156809933 0.00021954224154745086 0.0002170764686311957 0.0002158437176857998 0.00021522737608787944 0.00021553554406259322 0.00021568963017017326 0.00021576667375404902 0.0002158051956742696 0.00021582445666948363 0.0002158148261672786 0.00021581964141683532 0.00021581723379367798 0.00021581843760614864 0.00021581903951008432 0.00021581873856064122 0.000215818889039259 0.00021581881379948196 0.0002158187761786063 
nan nan 0.27510000000000023 0.07232181815111849 -0.00795920997692527 -0.007372163520757115 0.014157658991804776 0.00023349279092903114 -0.004220036774097009 -0.0021718565708214368 -0.0010159397467153827 -0.00040318492090075437 -8.787093443587098e-05 7.205036500633133e-05 0.00015258089189532407 0.0001929891016045139 0.00021322900277389844 0.00022335790991057328 0.00021829270973732325 0.0002157606696188318 0.00021449478954036787 0.0002138618844928124 0.00021417833409923304 0.00021433656109255488 0.00021441567513677223 0.00021445523229142089 0.00021447501090499142 0.00021446512159346734 0.00021447006624763867 0.00021446759392221645 0.0002144688300858433 0.00021446944816529454 0.0002144691391281624 0.00021446929365072793 0.00021446921638896443 0.00021446917775706797 
nan nan 0.27610000000000023 0.0746092298721019 -0.008068109444144272 -0.007562880717386162 0.0145556789189079 0.00023265354375265964 -0.004336479404711889 -0.0022362779320254335 -0.0010500975535356362 -0.0004210759906524092 -9.733558549197404e-05 6.687337164179305e-05 0.00014956648908177712 0.00019106070328266803 0.00021184478635639776 0.00022224607965444406 0.0002170446617908881 0.00021444453128505623 0.00021314461062689027 0.00021249468644285834 0.00021281964552136588 0.00021298212732290153 0.00021306336878926685 0.00021310398965938642 0.0002131243001318719 0.00021311414489074524 0.00021311922250967158 0.0002131166837019155 0.00021311795310673367 0.00021311858780671635 0.00021311827045938914 0.00021311842913715825 0.00021311834979778003 0.00021311831012704786 
nan nan 0.27710000000000024 0.07697105402342122 -0.00817815075888542 -0.007758434070944388 0.014965418747387828 0.00023182726978642046 -0.004455981326215135 -0.0023024075280627995 -0.0010851524025718145 -0.0004394218569607449 -0.00010702439093852946 6.158997041559561e-05 0.00014650516379636754 0.00018911527893963735 0.00021045853067280242 0.0002211397131535673 0.000215798325285041 0.00021312822883755338 0.0002117933299732622 0.00021112591787722182 0.0002114596208124413 0.00021162647461686054 0.0002117099021032981 0.00021175161598799476 0.00021177247296898667 0.00021176204447345728 0.00021176725871953732 0.00021176465159824913 0.0002117659551598584 0.0002117666069381706 0.00021176628105175124 0.00021176644399917543 0.00021176636252495635 0.00021176632178677472 
nan nan 0.27810000000000024 0.07940979850847048 -0.008289345036537632 -0.007958952926142859 0.015387236731205059 0.00023101452131552908 -0.004578627425272966 -0.0023702935131560254 -0.0011211297104244799 -0.0004582353714706085 -0.00011694360732096508 5.6197282229055783e-05 0.00014339574585850985 0.00018715251793029875 0.00020907035611830163 0.0002200391466418689 0.00021455392850777805 0.00021181193661127642 0.00021044109494289517 0.0002097557126747882 0.00021009840059350396 0.00021026974696663404 0.00021035542075666629 0.00021039825779785022 0.00021041967635834316 0.00021040896707290915 0.00021041432171389236 0.00021041164439519855 0.00021041298305553635 0.000210413652383145 0.000210413317722152 0.000210413485056975 0.00021041340138904289 0.00021041335955397487 
nan nan 0.27910000000000024 0.08192805942037348 -0.00840170353700991 -0.008164570301567992 0.015821502600807055 0.0002302158612320872 -0.004704505086395473 -0.0024399854841569315 -0.0011580556639835468 -0.000477529779834702 -0.00012709968650351895 5.0692334713233694e-05 0.00014023702352613737 0.0001851720940746294 0.0002076803806096579 0.00021894472041389704 0.00021331170053729174 0.0002104958280968381 0.0002090880512377607 0.00020838420264449555 0.00020873612361990137 0.00020891208660085489 0.000209000068714667 0.00020904405992258463 0.00020906605556774273 0.00020905505773981725 0.00020906055665199558 0.00020905780719775142 0.00020905918192589085 0.00020905986928733048 0.0002090595256094986 0.00020905969745285623 0.0002090596115306428 0.00020905956856840345 
nan nan 0.28010000000000024 0.08452852429135899 -0.008515237667154868 -0.008375423000308543 0.016268597950673837 0.00022943186343272378 -0.004833704269576876 -0.002511534526040986 -0.0011959572448704055 -0.0004973187342325889 -0.00013749928185711753 4.5072059301634185e-05 0.00013702774222278046 0.00018317366521803708 0.0002062887195636849 0.00021785677901275477 0.00021207187132514413 0.00020918007597132819 0.00020773434290303623 0.00020701151751689585 0.0002073729267793873 0.00020755363398596092 0.00020764398823310093 0.00020768916551268537 0.00020771175419501727 0.00020770045984834113 0.00020770610701984263 0.00020770328343598535 0.0002077046952289585 0.0002077054011227433 0.00020770504817881747 0.00020770522465534045 0.00020770513641652996 0.00020770509229596062 
nan nan 0.28110000000000024 0.08721397546514421 -0.008629958983131937 -0.008591651723918027 0.016728916640219697 0.00022866311323038545 -0.004966317590369644 -0.00258499325885289 -0.0012348622546658596 -0.0005176163062932692 -0.00014814925464651729 3.933328820919744e-05 0.00013376660322457362 0.00018115687277865674 0.0002048954858762646 0.00021677567142537198 0.00021083467178337862 0.00020786485213136982 0.00020638011233313958 0.00020563778493668027 0.00020600894509140155 0.00020619452782885233 0.00020628731986262005 0.00020633371604068538 0.00020635691417364178 0.0002063453151014846 0.00020635111463567285 0.00020634821487052198 0.0002063496647541698 0.00020635038969321832 0.0002063500272267414 0.0002063502084646616 0.00020635011784513773 0.00020635007253417943 
nan nan 0.28210000000000024 0.08998729360545027 -0.008745879193048494 -0.008813401190476156 0.01720286520994222 0.00022791020777855392 -0.0051024404028766675 -0.0026604158863759797 -0.0012747993410689971 -0.0005384370004968188 -0.00015905668065584647 3.3472751297016245e-05 0.00013045226229601567 0.000179121341275156 0.00020350078989781208 0.00021570175128220978 0.0002096003338720705 0.00020655032772461858 0.0002050255002752088 0.00020426313045215108 0.00020464431170354568 0.00020483490507686942 0.00020493020245045614 0.00020497785130376775 0.00020500167577577633 0.00020498976353391902 0.000204995719652902 0.00020499274159540494 0.0002049942306252544 0.0002049949751373282 0.00020499460288442162 0.00020499478901568174 0.00020499469594947273 0.00020499464941513878 
nan nan 0.28310000000000024 0.09285146133674578 -0.008863010159477965 -0.009040820256126838 0.017690863311772755 0.00022717375651114355 -0.00524217088529647 -0.0027378582463278085 -0.0013157980248831344 -0.000559795768000678 -0.00017022885702349937 2.7487072838983607e-05 0.0001270833282842247 0.00017706667784155025 0.0002021047394100656 0.0002146353770654625 0.00020836909069178746 0.00020523667318437893 0.0002036706458348033 0.00020288767750646663 0.0002032791578900559 0.00020347490091987932 0.00020357277314431494 0.00020362170942856306 0.00020364617761751546 0.0002036339435170068 0.00020364006056525842 0.00020363700204317962 0.0002036385313053493 0.0002036392959335056 0.000203638913622643 0.00020363910478300967 0.00020363900920223178 0.00020363896141057945 
nan nan 0.28410000000000024 0.09580956702903351 -0.00898136390213011 -0.009274062040730818 0.018193344155267025 0.00022645438159670008 -0.005385610128429459 -0.002817377862312546 -0.0013578887279518765 -0.0005817080209546315 -0.00018167330931955972 2.1372768172975572e-05 0.00012365836166227154 0.00017499247172362244 0.00020070743960080847 0.00021357691232337138 0.00020714117657807065 0.00020392405826419639 0.00020231568648055852 0.00020151154742732908 0.00020191361304897426 0.00020211464879118913 0.00020221516739515977 0.00020226542687486876 0.00020229055666307516 0.00020227799176275452 0.00020228427421085333 0.00020228113298890492 0.00020228270360103954 0.00020228348890409856 0.00020228309625587218 0.00020228329258505285 0.00020228319441985203 0.00020228314533595325 
nan nan 0.28510000000000024 0.09886480872912669 -0.009100952600523855 -0.009513284057493448 0.018710754969642453 0.00022575271840851173 -0.00553286222707778 -0.0028990339974977984 -0.0014011028020290256 -0.0006041896472957533 -0.00019339779886064104 1.5126240239915662e-05 0.00012017587302406598 0.00017289829375898887 0.00019930899303834837 0.00021252672589236712 0.0002059168271997074 0.0002026126520742244 0.00020096075804960667 0.00020013485941693386 0.00020054780469983325 0.00020075428036909847 0.00020085751896069845 0.00020090913844010276 0.00020093494822972995 0.0002009220433285082 0.00020092849577699691 0.00020092526955490898 0.00020092688266714435 0.00020092768922017184 0.00020092728594705122 0.00020092748758881483 0.00020092738676730606 0.00020092733635521746 
nan nan 0.28610000000000024 0.10202049824245214 -0.009221788596600972 -0.009758648346560017 0.019243557481939552 0.00022506941601140306 -0.0056840343743514475 -0.002982887710027787 -0.0014454725585896764 -0.0006272570260270745 -0.00020541033026376195 8.743776010265968e-06 0.00011663432153094657 0.00017078369584127022 0.00019790949964636876 0.00021148519212773454 0.0002046962796614501 0.000201302623119999 0.00019960599475438737 0.00019875773054279982 0.00019918185848247648 0.00019939392557971502 0.00019949995991019618 0.0001995529772651153 0.00019957948599412417 0.000199566231623015 0.00019957285880638494 0.00019956954521691328 0.00019957120201287234 0.0001995720304076775 0.00019957161621376052 0.00019957182331606192 0.0001995717197642673 0.00019957166798699902 
nan nan 0.28710000000000024 0.1052800653807573 -0.009343884397632165 -0.010010321613431069 0.01979222841347389 0.00022440513766378185 -0.00583923695942465 -0.0030690019104797654 -0.0014910312997459204 -0.0006509270430648083 -0.00021771915928300257 2.2215427752020174e-06 0.00011303211329784768 0.00016864821036157972 0.00019650905667504051 0.00021045269114002794 0.00020347977260773845 0.0001999941393398461 0.0001982515291869042 0.00019738027572545306 0.00019781589815302846 0.00019803371259706793 0.00019814262062666074 0.00019819707483740982 0.00019822430199601082 0.00019821068840990283 0.00019821749520070785 0.0001982140918075771 0.00019821579350539847 0.0001982166443510482 0.00019821621893180403 0.0001982164316469125 0.00019821632528869683 0.0001982162721081804 
nan nan 0.28810000000000024 0.10864706237648006 -0.009467252679171196 -0.010268475371880843 0.020357259994240467 0.00022376056133714957 -0.005998583668567777 -0.003157441421272611 -0.001537813350219978 -0.0006752171076293263 -0.00023033280091540738 -4.444415689650276e-06 0.00010936759972409059 0.0001664913496309574 0.00019510775867131414 0.00020942960903980239 0.00020226754633016875 0.0001986873681437514 0.00019689749232330362 0.00019600260772586166 0.00019645004557990138 0.00019667376784340024 0.0001967856298092778 0.00019684156099464997 0.00019686952664229443 0.00019685554381145565 0.0001968625352245598 0.00019685903952033952 0.00019686078737373935 0.00019686166129708927 0.00019686122433909276 0.00019686144282372487 0.00019686133358072944 0.0001968612789577844 
nan nan 0.28910000000000025 0.11212516846287743 -0.009591906287781426 -0.010533286090943865 0.020939160494656252 0.00022313638025505593 -0.006162191589206622 -0.0032482730378952207 -0.0015858540903059104 -0.0007001451691440633 -0.0002432600377571346 -1.1258183077400771e-05 0.00010563907577505185 0.00016431260528786893 0.00019370569745144227 0.0002084163381931757 0.00020105984288149205 0.00019738247645660967 0.00019554401353175766 0.0001946248371356376 0.00019508442074283707 0.00019531421599263148 0.00019542911447908385 0.00019548656393143777 0.00019551528871436156 0.00019550092631566746 0.00019550810751263099 0.00019550451691654265 0.0001955063122159111 0.00019550720986215384 0.0001955067610428115 0.00019550698545826804 0.000195506873249842 0.00019550681714414168 
nan nan 0.29010000000000025 0.11571819463803423 -0.009717858243962473 -0.010804935346988218 0.021538454777208383 0.00022253330344967868 -0.006330181317657192 -0.003341565592320274 -0.0016351899900145287 -0.0007257297347434093 -0.0002565099286620144 -1.8223974647177132e-05 0.00010184477820016733 0.00016211144768257742 0.00019230296207072437 0.00020741327748480812 0.0001998569061919308 0.00019607963076124395 0.0001941912205788434 0.0001932470723650981 0.00019371914173012738 0.00019395517997215726 0.0001940731999830556 0.00019413221020454758 0.00019416171537388728 0.00019414696278176284 0.00019415433907537115 0.0001941506509310237 0.0001941524950045573 0.00019415341703778855 0.0001941529560250553 0.00019415318653736303 0.00019415307128049246 0.00019415301365052892 
nan nan 0.29110000000000025 0.11943008862319424 -0.009845121745353003 -0.011083609981248167 0.022155684869226342 0.00022195205633664784 -0.00650267707079006 -0.003437390018750802 -0.0016858586444806424 -0.0007519898874303598 -0.000270091817722978 -2.5346141475522843e-05 9.798288368254712e-05 0.00015988732523632908 0.00019089963878975204 0.00020642083258824682 0.00019865898218742622 0.00019477899714064005 0.00019283923963377963 0.0001918694196285058 0.0001923543247333524 0.0001925967809623369 0.00019271800999597213 0.00019277862473597576 0.00019280893216647857 0.0001927937784435432 0.00019280135530248441 0.0001927975668755356 0.00019279946109040645 0.00019280040819420966 0.00019279993464629665 0.00019280017142635442 0.00019280005303558935 0.00019279999383863648 
nan nan 0.29210000000000025 0.12326494001012189 -0.009973710169747902 -0.011369502261997167 0.022791410555363115 0.00022139338131106458 -0.006679806801140817 -0.0035358194214375246 -0.001737898810495385 -0.0007789453048126168 -0.00028401534353892857 -3.262917484164579e-05 9.405150693182732e-05 0.00015763966378264547 0.00018949581104227747 0.00020543941624767258 0.00019746631891439647 0.00019348074132424767 0.00019148819527550862 0.00019049198293154333 0.00019099008404465834 0.00019123913839867325 0.0001913636665250457 0.0001914259308187969 0.00019145706302814322 0.00019144149691554957 0.0001914492799692452 0.000191445388444986 0.00019144733420854961 0.0001914483070865998 0.00019144782065167254 0.00019144806387540213 0.0001914479422627811 0.00019144788145485697 
nan nan 0.29310000000000025 0.12722698561108758 -0.01010363707814359 -0.011662810051968352 0.023446209991511775 0.000220858038364214 -0.0068617023158646226 -0.003636929144794423 -0.0017913504442853279 -0.0008066162784802665 -0.00029829044879938377 -4.0077710763063154e-05 9.004869871170343e-05 0.00015536786588618632 0.0001880915594021849 0.00020446944856953792 0.0001962791666689906 0.0001921850287360802 0.00019013821050022867 0.00018911486405856436 0.00018962653205414928 0.00018988236997427452 0.00019001028991491893 0.00019007425012342881 0.00019010623029218858 0.00019009024019964435 0.00019009823524323825 0.00019009423772409852 0.00019009623648514104 0.00019009723586182843 0.00019009673617769484 0.00019009698602619698 0.00019009686110116905 0.00019009679863699703 
nan nan 0.29410000000000025 0.1313206150246314 -0.010234916217963975 -0.01196373698155363 0.024120680341762547 0.0002203468057211285 -0.007048499399888686 -0.003740796846016154 -0.0018462547406474534 -0.0008350237340814189 -0.0003129273902154972 -4.769653469599316e-05 8.597244379501653e-05 0.000153071310135689 0.0001866869615478946 0.0002035113573233386 0.00019509777812962308 0.00019089202454317092 0.0001887894067278208 0.00018773816255800803 0.00018826377924580732 0.00018852659164102784 0.00018865799885146487 0.0001887237027027456 0.0001887565546949916 0.00018874012869045273 0.00018874834168996455 0.00018874423519293633 0.00018874628844296285 0.0001887473150640371 0.00018874680175782552 0.00018874705841754073 0.00018874693008688506 0.00018874686591985348 
nan nan 0.29510000000000025 0.13555037642348752 -0.010367561526376542 -0.012272492627784001 0.02481543843885205 0.00021986048050027482 -0.007240337943290417 -0.003847502570220017 -0.0019026541734534878 -0.0008641892521026727 -0.000327936748800449 -5.549058640140176e-05 8.182065884656212e-05 0.0001507493504117024 0.00018528209222519319 0.00020256557825265212 0.0001939224084938535 0.00018960189370541402 0.00018744190380818104 0.00018636197572697956 0.00018690193419294902 0.0001871719176104936 0.0001873069103654003 0.00018737440699705072 0.00018740815538165125 0.00018739128118067572 0.00018739971827832404 0.00018739549973229998 0.00018739760900686524 0.00018739866364010082 0.00018739813632792732 0.00018739839999080247 0.000187398268158545 0.00018739820224066554 
nan nan 0.29610000000000025 0.1399209825740298 -0.010501587133699572 -0.012589292699297134 0.025531121469024382 0.00021939987939621373 -0.0074373620730557935 -0.003957128828205938 -0.001960592537574586 -0.0008941350893807207 -0.0003433294405122585 -6.346496498288684e-05 7.759119023093484e-05 0.00014840131512819203 0.000183877023208453 0.0002016325553968488 0.00019275331561979437 0.00018831480102686417 0.00018609582002747618 0.00018498639859498693 0.00018554110355322134 0.00018581846035453108 0.00018595713983572644 0.00018602647983892526 0.00018606114991154076 0.00018604381486629016 0.0001860524823859917 0.00018604814862901542 0.00018605031550909874 0.00018605139894498229 0.00018605085723160688 0.00018605112809526702 0.00018605099266259464 0.00018605092494445934 
nan nan 0.29710000000000025 0.14443731709553184 -0.01063700736685657 -0.012914359227398855 0.026268387682019053 0.00021896583938627002 -0.007639720289311823 -0.004069760676894504 -0.0020201149922597656 -0.0009248842013623137 -0.00035911672726737825 -7.162493410013001e-05 7.328181174404532e-05 0.00014602650644784858 0.00018247182326067358 0.00020071274142421033 0.00019159076017263214 0.00018703091120900276 0.00018475127211479403 0.0001836115239072857 0.0001841813920635988 0.00018446633060612228 0.00018460880099346595 0.00018468003645842127 0.00018471565426422936 0.00018469784535210643 0.00018470674980515718 0.00018470229758158277 0.0001847045236950083 0.00018470563674744875 0.00018470508022592038 0.0001847053584938462 0.000184705219359018 0.000184705149789755 
nan nan 0.29810000000000025 0.14910444096227912 -0.010773836752673465 -0.013247920762931421 0.027027917126019305 0.00021855921846269157 -0.007847565605882392 -0.004185485802367174 -0.0020812681059297466 -0.0009564602650928005 -0.0003753102283144753 -7.99759273518889e-05 6.88902222720596e-05 0.00014362419947371372 0.0001810665580943917 0.00019980659797821858 0.00019043500577816517 0.00018575038890794658 0.00018340837525119901 0.00018223744210986082 0.00018282290253740215 0.00018311563736240891 0.0001832620059277093 0.00018333519049061297 0.00018337178284778553 0.00018335348665969562 0.00018336263475064022 0.00018335806070819742 0.0001833603477311016 0.00018336149123816386 0.00018336091948945358 0.00018336120537116492 0.00018336106242942027 0.0001833609909566479 
nan nan 0.29910000000000025 0.1539275992710756 -0.010912090021401836 -0.013590212580053905 0.027810412410558608 0.00021818089638977176 -0.008061055695883773 -0.004304394605915467 -0.0021440999026030496 -0.0009888877030453708 -0.0003919219320256041 -8.852355385761645e-05 6.441404336289915e-05 0.00014119364140941542 0.00017966129032933977 0.0001989145960346907 0.00018928631918013644 0.00018447339879192734 0.00018206724307729698 0.00018086424133203734 0.00018146573585938586 0.00018176648788601849 0.00018191686509006004 0.00018199205398160165 0.00018202964850556208 0.00018201085123378458 0.00018202024986648056 0.00018201555055324278 0.00018201790021159012 0.00018201907503625318 0.00018201848762887518 0.0001820187813401204 0.00018201863448358448 0.0001820185610533639 
